recipient_parent_name,top_words_from_serv_desc,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number,analysis_date,raw_data_download_date
RESURGENS RISK MANAGEMENT  INC.,"security, vehicle, transportation, travel, relocation",2,1003797.6,1003797.6,2010-07-08 00:00:00.000000,2018-07-09 00:00:00.000000,1201 PEACHTREE ST NE STE 400,,ATLANTA,GA,GEORGIA,303616305,05,6782985128,6782985149,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DATA FACTS INC,"support, administrative:, credit, reporting",2,991420.5,1237610.5,2015-07-01 00:00:00.000000,2020-06-30 00:00:00.000000,8520 MACON RD STE 2,,CORDOVA,TN,TENNESSEE,38018,,9016857599,9016855013,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RICOH COMPANY LTD.,"office, equipment, lease, visible, record",71,986383.1199999999,1426572.9999999998,2006-12-01 00:00:00.000000,2022-10-24 00:00:00.000000,70 VALLEY STREAM PKWY,,MALVERN,PA,PENNSYLVANIA,193551407,6.0,(302) 947-4116,(302) 947-4116,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GOVERNMENT OF THE UNITED STATES,"office, furniture, men's, toiletry, personal",34,984036.62,984036.62,2007-12-06 00:00:00.000000,2018-06-30 00:00:00.000000,819 TAYLOR ST RM-5A27,,FORT WORTH,TX,TEXAS,761026124,12,8179782404,8179780537,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SIMPLE TECHNOLOGY SOLUTIONS  INC.,"hand, tools,, nonedged,, nonpowered",2,978338.06,978338.06,2017-09-08 00:00:00.000000,2018-03-05 00:00:00.000000,1775 I ST NW SUITE 1150,,WASHINGTON,DC,DISTRICT OF COLUMBIA,200062435,0.0,4107468313,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DOCUMENT IMAGING DIMENSIONS INC.,"office, supplies, miscellaneous, machines, devices",15,954467.9,954467.9,2011-07-06 00:00:00.000000,2018-06-30 00:00:00.000000,205 BEAVER ST,,YORKVILLE,IL,ILLINOIS,605601706,14,6305533131,6305533877,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RIMAGE CORPORATION,"information, technology, components, equipment, support",7,953418.2600000001,953418.2600000001,2016-02-18 17:30:15.000000,2020-03-31 00:00:00.000000,7725 WASHINGTON AVE S,,EDINA,MN,MINNESOTA,554392422,03,3015291015,9529464565,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GLOCK PRIVATSTIFTUNG,"guns,, 30mm, assemblies, interchangeable, weapons",9,923454.5,923454.5,2011-09-15 00:00:00.000000,2018-01-03 00:00:00.000000,6000 HIGHLANDS PKWY SE,,SMYRNA,GA,GEORGIA,300827204,13,7703194763,6783031054,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
JDG ASSOCIATES  INC.,"support, professional:, human, resources, management",8,923084.0,923084.0,2010-03-19 00:00:00.000000,2018-09-24 00:00:00.000000,27 SCENIC LOOP RD,,BOERNE,TX,TEXAS,780068608,21.0,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
HUDSON RIVER PARK TRUST,"lease, facilities, rental, administrative, service",3,920784.06,2153036.52,2008-03-07 00:00:00.000000,2021-06-30 00:00:00.000000,PIER 40 2ND FL 353 WEST ST,,NEW YORK,NY,NEW YORK,100140000,,2126272020,2126272021,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
KAPSUUN GROUP  LLC,"training, education, curriculum, development",2,917343.2,4722790.0,2018-03-21 14:03:58.000000,2023-02-25 00:00:00.000000,10505 FURNACE RD STE 205,,LORTON,VA,VIRGINIA,220792636,08,7034939880,7034939881,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MISCELLANEOUS FOREIGN CONTRACTORS,"travel, transportation, relocation, lodging, recruitment:",52,907856.6599999998,929739.5599999998,2007-11-21 00:00:00.000000,2019-04-08 00:00:00.000000,1800 F ST NW,,WASHINGTON,DC,DISTRICT OF COLUMBIA,204050001,00,2022159767,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TECHLAW SOLUTIONS  INC.,"information, technology, software",2,897663.45,1193868.45,2016-05-03 10:43:29.000000,2021-07-07 00:00:00.000000,14399 PENROSE PLACE SUITE 200,,CHANTILLY,VA,VIRGINIA,201511792,10.0,3122049667,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SHINE ENTERPRISES  LLC,"telecom, telecommunications",2,886425.6,886425.6,2016-08-29 10:21:15.000000,2018-09-29 00:00:00.000000,1 MORTON DR STE 100,,CHARLOTTESVILLE,VA,VIRGINIA,229036806,5.0,4344224220,4344224221,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
STEELCASE INC.,"office, furniture",6,885045.4799999999,885045.4799999999,2010-09-17 00:00:00.000000,2018-02-23 00:00:00.000000,901 44TH ST SE,,GRAND RAPIDS,MI,MICHIGAN,495087594,3.0,6162469082,6162464918,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
IMAGANN CLEANING SERVICE  INC.,"housekeeping, custodial, janitorial",2,865154.21,865154.21,2012-08-20 00:00:00.000000,2017-10-19 00:00:00.000000,2640 LITHONIA INDUSTRIAL BLVD,,LITHONIA,GA,GEORGIA,300587647,4.0,7704848141,7704841162,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COHU  INC.,"radio, except, airborne, video, recording",3,863938.6799999999,863938.6799999999,2011-09-27 00:00:00.000000,2017-02-15 00:00:00.000000,12305 CROSTHWAITHE CIR,,POWAY,CA,CALIFORNIA,920646817,52.0,8006699667,8583913049,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CHAINALYSIS INC.,"information, technology, software, support, equipment",7,862630.3600000001,862630.3600000001,2016-09-12 00:00:00.000000,2018-09-29 00:00:00.000000,1510 PAGE MILL RD STE 110,,PALO ALTO,CA,CALIFORNIA,943041133,18.0,4153164371,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
THERMO FISHER SCIENTIFIC INC.,"chemical, analysis, instruments, scales, balances",12,858934.47,858934.47,2010-08-17 00:00:00.000000,2018-05-25 00:00:00.000000,2 RADCLIFF RD,,TEWKSBURY,MA,MASSACHUSETTS,018761182,06,9786575555,9786575921,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LINDHOLM & ASSOCIATES  INC.,"support, professional:, human, resources",1,857754.43,857754.43,2013-09-30 00:00:00.000000,2017-09-29 00:00:00.000000,8340 WAVERLY ROAD,,OWINGS,MD,MARYLAND,207363121,5.0,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NATIONAL CYBER-FORENSICS AND TRAINING ALLIANCE LIMITED.,"intelligence, support, professional:, services, special",2,840199.92,2098549.8,2010-06-29 00:00:00.000000,2021-09-25 00:00:00.000000,2000 TECHNOLOGY DR STE 450,,PITTSBURGH,PA,PENNSYLVANIA,152193112,14.0,4128028000,4128028510,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INTEGRATION TECHNOLOGIES GROUP  INC.,"video, recording, reproducing, equipment",1,832354.0,832354.0,2015-09-17 00:00:00.000000,2019-09-28 00:00:00.000000,2745 HARTLAND RD,,FALLS CHURCH,VA,VIRGINIA,220433541,11.0,7036988282,7036980305,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MODEL CONCEPT COMMUNICATIONS  LLC,"training, education, curriculum, development",5,816855.8,4415847.8,2018-01-09 08:36:41.000000,2023-01-28 00:00:00.000000,12025 NEW DOMINION PKWY APT 204,,RESTON,VA,VIRGINIA,201906265,11,7039061176,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
QUALITY COAST INCORPORATED,"food, composite, packages, custodial, janitorial",7,810888.0,2738124.9000000004,2010-03-30 00:00:00.000000,2018-07-31 00:00:00.000000,2462 MAIN ST STE H,,CHULA VISTA,CA,CALIFORNIA,919114624,51,6194439192,6194439492,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GENERAL MOTORS COMPANY,"passenger, motor, vehicles",23,809292.0,809292.0,2015-07-30 00:00:00.000000,2018-02-14 00:00:00.000000,300 RENAISSANCE CTR STE L1,,DETROIT,MI,MICHIGAN,482431403,14.0,3136679938,3136678167,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CARAHSOFT TECHNOLOGY CORPORATION,"software, adp, information, technology, support",8,805109.1799999999,1726799.18,2010-04-01 00:00:00.000000,2019-06-30 00:00:00.000000,"1860 MICHAEL FARADAY DR, SUITE 100",,RESTON,VA,VIRGINIA,201905328,11.0,7038718500,7038718505,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FIRELAKE CONSTRUCTION  INC.,"qc, test, inspect, water, purification",3,798973.23,2935014.87,2017-06-29 12:47:08.000000,2021-04-30 00:00:00.000000,14217 W 95TH ST,,LENEXA,KS,KANSAS,662155208,3.0,9133129540,9133129545,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NORTHROP GRUMMAN CORPORATION,"support, program, management, telecom, professional:",2,795109.0,795109.0,2011-01-14 00:00:00.000000,2017-12-27 00:00:00.000000,7575 COLSHIRE DR,,MC LEAN,VA,VIRGINIA,221027508,8.0,4107656498,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
STANDARD PARKING CORPORATION,"lease, parking, facilities, rental, rent",4,774946.2,1278104.2,2011-03-07 00:00:00.000000,2022-08-31 00:00:00.000000,507 MAINSTREAM DR,,NASHVILLE,TN,TENNESSEE,372281208,5.0,3122742145,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INNOVATIVE FEDERAL OPERATIONS GROUP  L.L.C.,"support, administrative:, courier, messenger",2,773995.48,971059.48,2014-07-30 00:00:00.000000,2019-07-31 00:00:00.000000,640 E VISTA WAY STE B,,VISTA,CA,CALIFORNIA,920845535,49.0,8003148902,8884158297,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GLOBAL REACH PETROLEUM  LLC,"travel, transportation, relocation, lodging, recruitment:",4,770800.0,770800.0,2017-09-29 00:00:00.000000,2017-10-30 00:00:00.000000,400 W MORSE BLVD STE 220,,WINTER PARK,FL,FLORIDA,327894280,7.0,5617234223,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RED CARROT INC,"support, management:, advertising",6,740978.94,63740978.94,2017-09-22 00:00:00.000000,2018-09-24 00:00:00.000000,520 BRICKELL KEY DRIVE SUITE O208,,MIAMI,FL,FLORIDA,331312619,27.0,3055048769,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BISHOP & ASSOCIATES  INC.,"facilities, operations, support, housekeeping, svcs",1,725247.07,725247.07,2010-09-30 00:00:00.000000,2014-03-31 00:00:00.000000,1613 BUSH ST,,BALTIMORE,MD,MARYLAND,212302020,03,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
C & C INTERNATIONAL COMPUTERS & CONSULTANTS  INC,"components, adp, information, technology, software",23,715381.7400000001,869401.7399999999,2013-01-15 00:00:00.000000,2020-12-20 00:00:00.000000,7777 N DAVIE ROAD EXT,,HOLLYWOOD,FL,FLORIDA,330242513,23.0,9544500023,9544500024,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INCIDENT COMMUNICATION SOLUTIONS  LLC,"telecom, transmission, security, telecommunications, communication",3,693998.0,693998.0,2010-09-15 00:00:00.000000,2018-09-26 00:00:00.000000,218 A LOG CANOE CR,,STEVENSVILLE,MD,MARYLAND,216662111,1.0,4106046004,4106046003,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
KONICA MINOLTA HOLDINGS  INC.,"equipment, office, printing,, duplicating,, bookbinding",64,684429.8299999996,793353.2700000005,2004-10-01 00:00:00.000000,2022-09-11 00:00:00.000000,1595 SPRING HILL RD STE 400,,VIENNA,VA,VIRGINIA,221822228,11.0,7037603551,7035061257,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TOTAL CONCEPT 360 CONSULTING  LLC,"support, administrative:",2,668990.16,1154030.16,2015-08-01 00:00:00.000000,2020-07-31 00:00:00.000000,555 12TH ST STE 1670,,OAKLAND,CA,CALIFORNIA,946073623,13.0,5107609244,5106357245,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
360 TOTAL CONCEPT CONSULTING  INC.,"support, administrative:",2,665552.16,1150592.16,2018-05-03 08:47:57.000000,2020-07-31 00:00:00.000000,555 12TH ST STE 1670,,OAKLAND,CA,CALIFORNIA,946073623,13,5108360360,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ECONOMIC SYSTEMS  INC.,"support, program, management, professional:, services",1,657957.75,839218.56,2011-02-28 00:00:00.000000,2019-08-31 00:00:00.000000,3120 FAIRVIEW PARK DR STE 500,,FALLS CHURCH,VA,VIRGINIA,220424568,11.0,7033332193,7036425595,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GREEN IT SYSTEMS GROUP,"information, technology, components, software, adp",3,645325.72,1310215.72,2014-04-28 00:00:00.000000,2021-09-26 00:00:00.000000,1861 WIEHLE AVE STE 125,,RESTON,VA,VIRGINIA,201905251,11.0,2023273863,8773108761,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ZEPHYR AVIATION  LLC,"travel, air, passenger, transportation, relocation",5,644912.0,1424636.0,2011-01-31 00:00:00.000000,2022-05-31 00:00:00.000000,318 LOIS LANE,,MINERAL,VA,VIRGINIA,231174497,7.0,5408274282,5403698850,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
XEROX CORPORATION,"office, equipment, text, processing, visible",19,634196.35,967205.6799999999,2011-12-21 00:00:00.000000,2018-08-31 00:00:00.000000,7900 WESTPARK DR STE A400,,MC LEAN,VA,,221024237,VA11,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COMFORT SUITES HOTEL,"travel, transportation, relocation, lodging, recruitment:",4,624750.0,4112250.0,2014-07-30 00:00:00.000000,2019-09-04 00:00:00.000000,2351 OTAY CENTER DR,,SAN DIEGO,CA,CALIFORNIA,921547640,51,6613733157,6196611776,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"LYME COMPUTER SYSTEMS, INC.","adp, software, miscellaneous, office, machines",1,621366.0,621366.0,2010-03-25 00:00:00.000000,2018-07-19 00:00:00.000000,1 LYME CMN,,LYME,NH,NEW HAMPSHIRE,03768,,6036763600,6037954800,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PRESIDENTIAL AVIATION  INC.,"travel, transportation, relocation, lodging, recruitment:",4,606000.0,606000.0,2017-09-29 00:00:00.000000,2017-10-30 00:00:00.000000,1725 NW 51 PL,,FORT LAUDERDALE,FL,FLORIDA,333092750,20.0,9544897173,9548622514,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
EXXACT CORPORATION,"components, information, technology, communications, security",5,588405.6599999999,588405.6599999999,2016-06-06 15:18:33.000000,2017-12-12 00:00:00.000000,46221 LANDING PKWY,,FREMONT,CA,CALIFORNIA,945386407,17.0,5102267366,5102267367,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SAYRES AND ASSOCIATES CORPORATION,"education, training, general",2,568456.54,568456.54,2014-09-15 00:00:00.000000,2105-06-25 00:00:00.000000,17001 SCIENCE DR STE 108,,BOWIE,MD,MARYLAND,20715,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SPRINT COMMUNICATIONS COMPANY L.P.,"support, professional:, communications, telecom, telecommunications",5,558926.4,585445.2,2013-09-27 00:00:00.000000,2021-01-31 00:00:00.000000,12524 SUNRISE VALLEY DR FL 2,,RESTON,VA,VIRGINIA,201913438,11.0,7034334223,7034338798,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
VERIZON COMMUNICATIONS INC.,"communications, support, professional:, services, telecommunications",4,555643.29,574454.0700000001,2008-03-12 00:00:00.000000,2020-05-30 00:00:00.000000,22001 LOUDOUN COUNTY PKWY STE C 2 1,,ASHBURN,VA,VIRGINIA,201476105,10.0,4075482481,3019664509,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CAMBRIDGE INTERNATIONAL SYSTEMS INC.,"telecom, telecommunications",2,553384.0,1094392.0,2013-09-30 00:00:00.000000,2021-03-20 00:00:00.000000,2300 CLARENDON BLVD STE 705,,ARLINGTON,VA,VIRGINIA,222013394,8.0,5713198900,7035498803,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
WILDFLOWER INTERNATIONAL  LTD.,"adp, components, support, equipment, central",15,551360.59,1007082.3499999999,2009-05-15 00:00:00.000000,2020-09-15 00:00:00.000000,1500 S SAINT FRANCIS DR,,SANTA FE,NM,NEW MEXICO,875054040,3.0,5054669111,5054669100,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AXISCORE  LLC,"information, technology, input, output, storage",3,549602.84,549602.84,2014-04-01 00:00:00.000000,2018-06-28 00:00:00.000000,9500 ARENA DR STE 440D,,LARGO,MD,MARYLAND,207743713,04,8002947995,8665272302,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INTERNATIONAL SATELLITE SERVICES  INC.,"telephone, telegraph, equipment, communications, telecom",6,546417.92,696341.12,2010-09-16 00:00:00.000000,2020-09-26 00:00:00.000000,1004 COLLIER CENTER WAY STE 204,,NAPLES,FL,FLORIDA,341108484,19.0,2395982241,2395989343,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TECHNOLOGY - MANAGEMENT & INNOVATIVE SOLUTIONS  LLC,"support, administrative:, information, retrieval",2,527023.8200000001,1816326.58,2017-04-28 09:42:14.000000,2022-04-30 00:00:00.000000,12208 WOODLANDS CIR,,DADE CITY,FL,FLORIDA,335258287,12.0,7578143598,8137934885,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BEN REYNA CONTRACTING  INC.,"repair, alteration, office, buildings",4,523695.58,523695.58,2017-09-15 00:00:00.000000,2018-05-25 00:00:00.000000,2030 E. HOUSTON ST,,SAN ANTONIO,TX,TEXAS,782022934,35,2103720077,2103720775,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ARS ALEUT CONSTRUCTION  LLC,"repair, equipment, alteration, office, buildings",1,518746.71,518746.71,2013-03-29 00:00:00.000000,2018-06-25 00:00:00.000000,"13800 COPPERMINE RD FL 1,2,3",,HERNDON,VA,VIRGINIA,201716163,11,7033999685,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ALASKA NATIVE GOVERNMENT SERVICES LLC,"information, technology, support, equipment",2,503600.0,503600.0,2017-09-12 16:58:27.000000,2018-09-11 00:00:00.000000,1577 C ST STE 201,,ANCHORAGE,AK,ALASKA,995015164,0.0,7032342013,7032349040,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INDEV,"telecom, strategy, architecture, support, professional:",4,499200.0,499200.0,2015-02-03 00:00:00.000000,2020-09-28 00:00:00.000000,3 HEATHERWOOD DR,,MALVERN,PA,PENNSYLVANIA,193559609,6.0,6107727002,6107727002,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
THE KEYW HOLDING CORPORATION,"security, equipment, components, communications, communication",1,497050.0,497050.0,2010-05-28 00:00:00.000000,2016-08-15 00:00:00.000000,7740 MILESTONE PKWY STE 400,,HANOVER,MD,MARYLAND,210763153,2.0,4437331600,4437331601,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ECS FEDERAL  LLC,"information, technology, support, equipment, software",5,490925.27,490925.27,2017-09-26 10:18:53.000000,2019-02-03 00:00:00.000000,4050 LEGATO RD STE 700,,FAIRFAX,VA,VIRGINIA,220332897,11.0,7032469360,7032469331,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CENTURYLINK  INC.,"telecom, telecommunications, transmission",2,477578.46,477578.46,2018-04-03 09:04:07.000000,2016-02-28 00:00:00.000000,1025 ELDORADO BLVD,,BROOMFIELD,CO,COLORADO,800218254,02,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FEENEY WIRELESS  LLC,"equipment, cameras,, motion, picture, telecom",4,475311.74,921711.7400000001,2015-09-23 00:00:00.000000,2020-09-26 00:00:00.000000,1505 WESTEC DRIVE,,EUGENE,OR,OREGON,974022916,4.0,5416859045,5412840030,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CRESSTON COMPANY LLC  THE,"translation, support, administrative:, interpreting, admin",1,471558.06,855558.06,2010-07-27 00:00:00.000000,2017-10-11 00:00:00.000000,147 OLD SOLOMONS ISLAND RD STE 302,,ANNAPOLIS,MD,MARYLAND,214013838,3.0,4104514297,4437820215,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MIGRANT CLINICIANS NETWORK INC,"medical, general, health, care",1,453946.8,453946.8,2013-02-06 00:00:00.000000,2017-12-17 00:00:00.000000,1001 LAND CREEK CV,,AUSTIN,TX,TEXAS,787466827,25.0,5123272017,5123270719,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ANNAMS SYSTEMS CORPORATION,"software, adp, telecom, annual, maintenance",3,450769.9,509271.58,2010-04-02 00:00:00.000000,2019-03-23 00:00:00.000000,2613 CAMINO RAMON STE 120,,SAN RAMON,CA,CALIFORNIA,945839129,15,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AT YOUR SERVICE HEATING & COOLING LLC,"generators, generator, sets,, electrical, maintenance",3,444569.07,444569.07,2017-03-23 15:05:19.000000,2018-11-16 00:00:00.000000,9226 N 5TH AVE,,PHOENIX,AZ,ARIZONA,850213515,09,6029436318,6029430118,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DLT MERGERCO LLC,"information, technology, software, telecom, annual",7,429424.66,429424.66,2016-09-28 16:44:28.000000,2019-05-10 00:00:00.000000,2411 DULLES CORNER PARK STE 800,,HERNDON,VA,VIRGINIA,201716168,11,7037089143,8667086867,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ELITE SHOOTING SPORTS LLC,"athletic, sporting, equipment",4,424175.0,808600.0,2014-09-22 00:00:00.000000,2020-09-28 00:00:00.000000,7751 DOANE DR,,MANASSAS,VA,VIRGINIA,20109,,7035972888,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AIR MANAGEMENT SOLUTIONS INC,"qc, test, inspect, miscellaneous",2,423949.48000000004,697308.96,2012-05-10 00:00:00.000000,2023-02-28 00:00:00.000000,3840 VILLA RICA LN STE B,,POWDER SPRINGS,GA,GEORGIA,301271511,13.0,7709439256,7709438361,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BENEFIT PLANNING  INC,"training, education, general, support, professional:",51,420892.0899999999,2733892.09,2010-07-21 00:00:00.000000,2021-06-23 00:00:00.000000,500 MAIN ST,,SHELBYVILLE,KY,KENTUCKY,400651206,4.0,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SPECIALTY CARTRIDGE  INC.,"ammunition,, 30mm, 75mm",3,419750.0,419750.0,2015-07-28 00:00:00.000000,2017-03-29 00:00:00.000000,7129 WHEAT ST NE,,COVINGTON,GA,GEORGIA,300141595,10.0,7707885200,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
KOI COMPUTERS  INC.,"adp, software",3,414255.05,414255.05,2011-07-01 00:00:00.000000,2012-06-30 00:00:00.000000,200 W NORTH AVE,,LOMBARD,IL,ILLINOIS,601481205,08,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SAF ENG ASSOCIATES  INC,"miscellaneous, prefabricated, structures, armament, training",2,413957.0,413957.0,2012-09-25 00:00:00.000000,2022-08-13 00:00:00.000000,301 CENTER ST,,ENGLEWOOD CLIFFS,NJ,NEW JERSEY,076321622,9.0,7326738091,7327394550,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ECLIPSE BUSINESS GROUP  INC.,"food, composite, packages, housekeeping, services",3,413794.25000000006,700650.8500000001,2011-01-14 00:00:00.000000,2019-02-28 00:00:00.000000,4816 RED CANYON CT,,EL PASO,TX,TEXAS,799343376,16.0,7608552126,7604821249,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AECOM TECHNOLOGY CORPORATION,"architect, engineering, general:, landscaping,, interior",2,410281.28,490209.76,2011-03-24 00:00:00.000000,2018-07-05 00:00:00.000000,515 S FLOWER ST FL 4,,LOS ANGELES,CA,CALIFORNIA,900712201,34,4049657601,4049659606,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
