recipient_parent_name,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number
,5,19528.64,19528.64,2017-02-24 00:00:00,2018-04-27 00:00:00,2201 E DOMINGUEZ ST,,LONG BEACH,CA,CALIFORNIA,908101009,44,3039880628,3107618246
A-1 FREEMAN RELOCATION SERVICES  INC.,1,19500.0,19500.0,2014-12-23 00:00:00,2017-09-28 00:00:00,1618 CORNERWAY BLVD,,SAN ANTONIO,TX,TEXAS,782192900,35.0,2106611404,2106611405
COUNTY OF SANTA CLARA,4,19339.29,33794.85,2010-08-19 00:00:00,2020-06-30 00:00:00,1555 BERGER DR BLDG 2,,SAN JOSE,CA,CALIFORNIA,951122716,17,4089187006,4082866289
MILLENNIUM HEALTH & FITNESS INC.,3,19296.0,77184.0,2015-05-01 00:00:00,2021-08-31 00:00:00,28170 N ALMA SCHOOL PKWY STE 204,,SCOTTSDALE,AZ,ARIZONA,852628053,6.0,4807585115,4803931707
HURON VALLEY GUNS,1,19250.0,59850.0,2018-06-12 15:49:44,2021-06-14 00:00:00,56477 GRAND RIVER AVENUE,,NEW HUDSON,MI,MICHIGAN,481658528,11,2486679910,2486679912
ONLINE CONSULTING  INC.,2,19200.0,19200.0,2016-09-21 11:39:52,2016-09-21 00:00:00,505 CARR RD STE 101,,WILMINGTON,DE,DELAWARE,198092800,00,3022254470,3022254477
DIALTONESERVICES L.P.,3,19138.08,19138.08,2016-09-29 12:12:16,2019-09-29 00:00:00,2201 DENTON DR STE 109,,AUSTIN,TX,TEXAS,787584533,10,4042264890,
EMPERIAL VALLEY RIFFLE & PISTOL ASSOCIATION,1,18852.0,52884.0,2017-02-01 00:00:00,2022-07-31 00:00:00,605 S H ST,,IMPERIAL,CA,CALIFORNIA,922511846,51.0,7609964449,
MOUNTAIN RF SENSORS  INC,1,18850.5,18850.5,2015-08-31 00:00:00,2019-08-31 00:00:00,2962 NW 60TH ST,,FORT LAUDERDALE,FL,FLORIDA,333091735,20.0,9549686566,9549686686
JERAL COMMUNICATIONS  L.L.C.,1,18814.52,18814.52,2012-12-14 00:00:00,2016-12-31 00:00:00,987 SAFFLOWER CT,,ROCKWALL,TX,TEXAS,750876106,4.0,2146762827,4696756464
"ALVAREZ & ASSOCIATES, LLC",2,18727.260000000002,18727.260000000002,2012-12-20 00:00:00,2019-11-25 00:00:00,8601 GEORGIA AVE STE 510,,SILVER SPRING,MD,MARYLAND,20910,,8668030484,3015653443
FEDSTORE CORPORATION,2,18676.55,18676.55,2013-03-28 00:00:00,2020-09-28 00:00:00,1 PRESERVE PKWY STE 620,,ROCKVILLE,MD,MARYLAND,208524272,8.0,2407154321,8778879665
NATIONAL HOSPITALITY MANAGEMENT,1,18660.0,18660.0,2016-06-10 10:58:17,2016-06-19 00:00:00,2575 MONTESSOURI ST,,LAS VEGAS,NV,NEVADA,891173059,1.0,7022205113,
CENTRAL STATES WIRE PRODUCTS  INC.,2,18640.0,18640.0,2018-02-21 08:59:21,2018-06-07 00:00:00,871 EDGERTON ST,,SAINT PAUL,MN,MINNESOTA,551304119,04,,
STATE OF ARKANSAS,1,18604.43,18604.43,2010-07-13 00:00:00,2019-06-30 00:00:00,1 CAPITOL MALL STE 200,,LITTLE ROCK,AR,ARKANSAS,722011015,2.0,5016822222,5016827444
SPEEDWAY CONSTRUCTORS  INC.,1,18585.0,18585.0,2017-05-16 00:00:00,2017-07-17 00:00:00,2565 CHALCEDONY ST,,SAN DIEGO,CA,CALIFORNIA,921092333,52.0,6198197565,6198197565
AMSTAR  INC.,1,18515.42,18515.42,2018-04-12 00:00:00,2018-07-11 00:00:00,1211 PLEASANTON RD,,SAN ANTONIO,TX,TEXAS,782141940,20,2109275705,2109275710
WECSYS LLC,3,18426.32,18426.32,2010-01-29 00:00:00,2018-05-31 00:00:00,8825 XYLON AVE N,,BROOKLYN PARK,MN,MINNESOTA,554451812,3.0,,
COUNTY OF KERN,1,18360.0,18360.0,2008-08-25 00:00:00,2019-07-31 00:00:00,1215 TRUXTUN AVENUE BASEMENT,,BAKERSFIELD,CA,CALIFORNIA,933014619,23.0,6618683054,6618680080
ALON INC,2,18328.1,18328.1,2009-06-30 00:00:00,2015-08-26 00:00:00,"6800 VERSAR CENTER, STE 303",,SPRINGFIELD,VA,VIRGINIA,221514178,08,,
HUMAN RESOURCES INSTITUTE INC,3,18235.0,18235.0,2015-09-15 00:00:00,2018-05-01 00:00:00,6172 OXON HILL RD,,OXON HILL,MD,MARYLAND,207453123,04,,
SYSTEC GROUP LLC,1,18188.53,18188.53,2015-08-11 00:00:00,2016-11-30 00:00:00,262 W MAIN ST,,WALES,WI,WISCONSIN,531839748,1.0,2629689014,2629689003
VILLAGE OF OAK LAWN,1,18000.0,54000.0,2017-05-26 15:37:24,2021-11-30 00:00:00,9446 S RAYMOND AVE,,OAK LAWN,IL,ILLINOIS,604532449,3.0,7084997769,7084997823
W. W. GRAINGER  INC.,1,17988.75,17988.75,2010-09-01 00:00:00,2018-04-30 00:00:00,100 GRAINGER PKWY,,LAKE FOREST,IL,ILLINOIS,600455202,10,8004688326,8776994881
AF&S PRODUCTS & SERVICES  INC.,2,17938.8,17938.8,2016-12-15 00:00:00,2017-03-15 00:00:00,34 MARICOPA CT,,PALM DESERT,CA,CALIFORNIA,922114201,36.0,,
FLYTECOMM  INC.,2,17910.0,17910.0,2010-07-01 00:00:00,2016-07-14 00:00:00,555 REPUBLIC DR STE 200,,PLANO,TX,TEXAS,750745469,03,6504048100,6504048108
PULIZ MOVING & STORAGE CO.,1,17838.25,17838.25,2017-08-01 00:00:00,2017-11-30 00:00:00,1095 STANDARD ST,,RENO,NV,NEVADA,895068663,2.0,7026446160,7026442568
NC4  INC.,1,17812.5,17812.5,2009-10-31 00:00:00,2011-10-31 00:00:00,1225 JEFFERSON DAVIS HWY,,ARLINGTON,VA,,222024301,VA08,,
JUSTICE PACKAGING CORPORATION,2,17697.39,17697.39,2014-03-27 00:00:00,2018-05-24 00:00:00,202 BOURNE BLVD STE 130,,SAVANNAH,GA,GEORGIA,314088507,01,8002532352,8665542569
CONVERGINT TECHNOLOGIES LLC,1,17624.0,17624.0,2011-03-11 00:00:00,2019-03-31 00:00:00,1651 WILKENING RD,,SCHAUMBURG,IL,ILLINOIS,601735323,8.0,8475858703,8472299437
SOURCELINQ LLC,1,17600.0,17600.0,2015-09-29 00:00:00,2016-05-07 00:00:00,800 E BROWARD BLVD # 101,,FORT LAUDERDAL,FL,FLORIDA,33301,20.0,,
MCQ CONSTRUCTION SERVICES  INC.,1,17598.36,17598.36,2017-05-22 00:00:00,2017-12-12 00:00:00,10773 NW 58TH ST STE 510,,DORAL,FL,FLORIDA,331782801,25.0,7863261746,7865240130
HYATT HOTELS CORPORATION,3,17500.0,17500.0,2011-06-13 00:00:00,2017-08-31 00:00:00,2424 KALAKAUA AVE,,HONOLULU,HI,HAWAII,968153233,1.0,8082376255,
CLEAR FORTRESS WINDOW FILM COMPANY  LLC,1,17500.0,17500.0,2017-04-24 00:00:00,2017-08-21 00:00:00,1246 EDENBROOK CT,,WIXOM,MI,MICHIGAN,483931597,11.0,2483130849,2483130852
VICON INDUSTRIES  INC.,2,17459.82,17459.82,2017-02-16 15:10:46,2017-04-27 00:00:00,135 FELL CT,,HAUPPAUGE,NY,NEW YORK,117884351,01,6319522288,6319512288
FEDEX CORPORATION,6,17448.86,45448.86,2009-09-10 00:00:00,2022-08-31 00:00:00,2003 CORPORATE PLZ,,MEMPHIS,TN,TENNESSEE,381321702,9.0,2022922228,8663702491
PROGRESSIVE ENVIRONMENTAL SERVICES INC.,2,17218.5,17218.5,2017-04-24 12:32:58,2017-05-23 00:00:00,1619 MOYLAN RD,,PANAMA CITY BEACH,FL,FLORIDA,324074073,2.0,8178471333,8173068086
HANAPS ENTERPRISES,1,17187.5,17187.5,2014-04-03 00:00:00,2018-06-06 00:00:00,448 KATO TERRACE,,FREMONT,CA,CALIFORNIA,945398332,17.0,5103609911,4082736995
BABCO INTERNATIONAL  INC.,1,17161.76,17161.76,2013-03-14 00:00:00,2016-07-29 00:00:00,1931 W GRANT RD STE 320,,TUCSON,AZ,ARIZONA,857451104,3.0,5206287596,5206289622
STRONG GROUP  INC.,2,16994.5,16994.5,2011-03-16 00:00:00,2018-01-15 00:00:00,39 GROVE ST,,GLOUCESTER,MA,MASSACHUSETTS,019302731,6.0,9782813300,9782816321
SECURITY ENGINEERED MACHINERY CO  INC,3,16867.0,16867.0,2010-08-24 00:00:00,2019-02-15 00:00:00,5 WALKUP DRIVE,PO BOX 1045,WESTBORO,MA,MASSACHUSETTS,015816045,2.0,,
EVACUSLED INC,2,16784.0,16784.0,2015-09-21 00:00:00,2017-03-24 00:00:00,29 RANGEMORE RD,,TORONTO,,ON,M8Z5H8,,1866301753,
ATKINSON-BAKER  INC.,2,16664.4,16664.4,2015-01-02 00:00:00,2017-01-31 00:00:00,500 N BRAND BLVD 3RD FLR,,GLENDALE,CA,CALIFORNIA,912034725,28.0,8182453212,8009255910
EL PASO J.A.G.  INC.,1,16587.6,16587.6,2015-04-03 00:00:00,2018-08-31 00:00:00,230 CHELSEA ST,,EL PASO,TX,TEXAS,799051746,16,9155338706,4802474616
ELECTRONIC RISKS CONSULTANTS  INC,2,16414.08,49242.24,2018-05-25 00:00:00,2021-06-24 00:00:00,456 US HIGHWAY 22 W,,WHITE HOUSE STATION,NJ,NEW JERSEY,088893411,07,9088230960,9088231060
FAMILY FIRST 5  INC.,1,16321.0,42447.39,2017-05-12 00:00:00,2022-05-14 00:00:00,600 CAYUGA RD STE 5,,BUFFALO,NY,NEW YORK,142251305,26.0,7166312727,7166312729
AMERICAN EXPEDITING COMPANY,1,16222.5,79787.58,2014-03-10 00:00:00,2022-07-17 00:00:00,2215 ARCH ST STE 1,,PHILADELPHIA,PA,PENNSYLVANIA,191031328,2.0,2157511199,2157519609
METRO OFFICE SOLUTIONS  INC.,2,16174.24,16174.24,2010-09-20 00:00:00,2017-02-18 00:00:00,4692 MILLENNIUM DR STE 420,,BELCAMP,MD,MARYLAND,210171299,2.0,,
M.A.N.S. DISTRIBUTORS  INC.,1,16157.96,16157.96,2014-03-18 00:00:00,2016-10-01 00:00:00,3120 KELLWAY DRIVE,,CARROLLTON,TX,TEXAS,750063310,24.0,9729300330,9722486267
INTERNATIONAL ASSOCIATION OF CHIEFS OF POLICE,1,15900.0,15900.0,2010-01-08 00:00:00,2017-11-30 00:00:00,44 CANAL CTR PLZ STE 200,,ALEXANDRIA,VA,VIRGINIA,223141579,8.0,7038366767,7038364543
LANGUAGE TRAINING CENTER INC,1,15840.0,19800.0,2015-09-01 00:00:00,2020-08-31 00:00:00,5750 CASTLE CREEK PARKWAY NORTH DR,,INDIANAPOLIS,IN,INDIANA,462504338,05,8884561626,3175781673
ERAD GROUP  INC.,3,15834.0,15834.0,2016-08-31 16:23:31,2017-11-06 00:00:00,8117 BELMONT CT,,NORTH RICHLAND HILLS,TX,TEXAS,761827681,26.0,8175083360,
ATLANTIC PETROLEUM & MINERAL RESOURCES  INC,3,15833.019999999999,15833.019999999999,2014-06-16 00:00:00,2017-11-30 00:00:00,723 MAIN ST STE 207,,HOUSTON,TX,TEXAS,770023332,18.0,8326568667,7132235797
HARDWARE  INC.,1,15639.35,15639.35,2014-04-28 00:00:00,2016-10-12 00:00:00,1500 FRANKLIN AVE,,GRETNA,LA,LOUISIANA,700533259,2.0,5049444610,5049444604
MICRO SYSTEMATION AB (PUBL),2,15500.0,15500.0,2011-08-17 00:00:00,2017-08-31 00:00:00,2001 JEFFERSON DAVIS HWY STE 801,,ARLINGTON,VA,VIRGINIA,222023612,8.0,7034011695,8883959027
BAHFED CORP,3,15454.810000000001,15454.810000000001,2013-04-09 00:00:00,2018-07-20 00:00:00,1000 SW BROADWAY STE 1110,,PORTLAND,OR,OREGON,972053063,03,5032088410,5032083269
MARDEN ELECTRIC L.L.C.,1,15439.0,15439.0,2016-09-10 16:46:06,2016-10-10 00:00:00,1342 E LA VIEVE LN,,TEMPE,AZ,ARIZONA,852844554,9.0,4802341331,4807750488
CORPORATE MOVE MANAGEMENT SERVICES  INC.,1,15418.0,15418.0,2017-02-22 00:00:00,2017-03-31 00:00:00,1637 NE 34TH LN,,OAKLAND PARK,FL,FLORIDA,333345375,22.0,9545277750,9545277750
"ADVANTAGE TECHNOLOGIES, INC.",1,15376.71,15376.71,2017-09-11 10:08:21,2018-09-14 00:00:00,228 E 45TH ST 4TH FL S,,NEW YORK,NY,NEW YORK,100173303,12.0,2127177700,2127105099
U.S. LEGAL SUPPORT  INC.,2,15270.0,15270.0,2016-12-28 11:42:10,2017-01-30 00:00:00,363 N SAM HOUSTON PKWY E STE 1200,,HOUSTON,TX,TEXAS,770602425,29.0,8329716753,
MIDWEST RESCUE PRODUCTS  INC.,2,15078.0,15078.0,2016-07-20 16:17:43,2018-05-24 00:00:00,10944 THWING RD,,CHARDON,OH,OHIO,440249793,14,4409157596,8772265027
ABM FEDERAL SALES  INC.,1,15076.86,15076.86,2010-06-03 00:00:00,2018-03-16 00:00:00,285 CHESTERFIELD BUSINESS PARKWAY,,CHESTERFIELD,MO,MISSOURI,630051241,2.0,6362298132,8007294454
COMPU DYNAMICS  LLC,3,14954.0,14954.0,2017-11-17 15:20:29,2018-01-10 00:00:00,"22446 DAVIS DRIVE, SUITE 187",,STERLING,VA,VIRGINIA,201644465,10.0,7037966070,7037966071
KONICA MINOLTA HOLDINGS  INC.,1,14921.42,19370.06,2012-01-24 00:00:00,2018-08-29 00:00:00,1595 SPRING HILL RD STE 400,,VIENNA,VA,VIRGINIA,22182,,7037603588,7035061257
VOUND COLORADO  LTD.,2,14871.0,14871.0,2015-07-29 00:00:00,2019-04-30 00:00:00,28265 HWY 74 UNIT A,,EVERGREEN,CO,COLORADO,804397507,02,3038830810,
BLACK DIAMOND GUN CLUB,1,14832.0,74160.0,2017-09-16 00:00:00,2022-09-15 00:00:00,34816 ENUMCLAW BLACK DIAMOND RD SE,,BLACK DIAMOND,WA,WASHINGTON,980109719,8.0,2537970945,
CITY OF MESA,1,14800.0,44400.0,2009-12-15 00:00:00,2020-12-31 00:00:00,55 CENTER ST,,MESA,AZ,ARIZONA,852017320,9.0,4806444202,4806442175
LIOCE GROUP INC.  THE,1,14674.0,24190.0,2015-09-16 00:00:00,2018-09-29 00:00:00,2950 DRAKE AVE,,HUNTSVILLE,AL,ALABAMA,358055124,5.0,2566504150,2566504160
GEO-MED  LLC,1,14548.5,14548.5,2018-05-22 00:00:00,2018-06-21 00:00:00,1525 INTERNATIONAL PKWY STE 3071,,LAKE MARY,FL,FLORIDA,327467646,07,8778650400,8668628825
WILSON 5 SERVICE COMPANY  INC.,1,14486.0,14486.0,2011-11-08 00:00:00,2018-05-11 00:00:00,6 PAGE ST,,KITTERY,ME,MAINE,039041416,01,2074392361,2074397658
KP ELECTRONICS LLC,1,14408.0,14408.0,2016-06-15 00:00:00,2016-08-14 00:00:00,543 BLAIR PARK RD,,WILLISTON,VT,VERMONT,054957436,0.0,8028720826,
CHINY-GS JV  LLC,1,14377.44,14377.44,2015-02-26 00:00:00,2018-09-30 00:00:00,1911 NW 150 AVE 202A,,PEMBROKE PINES,FL,FLORIDA,330282871,23,9544377778,9544377770
TESSCO TECHNOLOGIES INCORPORATED,1,14303.82,14303.82,2017-09-21 15:35:27,2017-10-20 00:00:00,11126 MCCORMICK RD,,HUNT VALLEY,MD,MARYLAND,210311404,7.0,4102291507,4105270005
INTEGRATED EXHIBITS INC,1,14190.07,14190.07,2016-08-31 18:52:23,2016-09-29 00:00:00,3500 WARSAW AVE,,CINCINNATI,OH,OHIO,452051823,1.0,5132816004,5132572999
FOLSOM SHOOTING CLUB INC,1,14100.0,14100.0,2016-06-23 13:25:39,2019-06-30 00:00:00,15501 MEISS RD,,SLOUGHHOUSE,CA,CALIFORNIA,95683,03,9163549668,9163549664
OPSEC SECURITY GROUP  INC.,1,14090.0,14090.0,2017-07-21 00:00:00,2017-08-23 00:00:00,1857 COLONIAL VILLAGE LN,,LANCASTER,PA,PENNSYLVANIA,176016702,16.0,6232342690,7206392840
CONTINENTAL TRANSPORTATION SOLUTIONS  INC.,1,14000.0,77897.6,2010-05-24 00:00:00,2023-02-28 00:00:00,11697 W GRAND AVE,,NORTHLAKE,IL,ILLINOIS,601641302,5.0,7082231175,7082231169
ASSOCIATION OF GOVERNMENT ACCOUNTANTS,2,14000.0,14000.0,2012-07-10 00:00:00,2016-12-30 00:00:00,2208 MOUNT VERNON AVE,,ALEXANDRIA,VA,VIRGINIA,223011314,8.0,2036846931,7035190039
EZ PRINT SUPPLIES  INC.,1,13894.0,13894.0,2017-09-15 13:43:24,2017-11-12 00:00:00,6800 DISTRIBUTION DR,,BELTSVILLE,MD,MARYLAND,207051400,5.0,2405536505,8885538860
ADVANCED EDUCATIONAL PRODUCTS  INC.,2,13860.08,13860.08,2017-04-06 00:00:00,2017-10-21 00:00:00,2495 MAIN ST STE 230,,BUFFALO,NY,NEW YORK,142142156,26.0,7164460739,7164465642
COUNTY OF PINAL,2,13843.06,13843.06,2011-03-31 00:00:00,2017-03-14 00:00:00,31 N PINAL ST,,FLORENCE,AZ,ARIZONA,851323027,4.0,5208666639,5208666661
PURPLE COMMUNICATIONS  INC.,2,13840.0,13840.0,2017-04-11 09:43:40,2017-04-11 00:00:00,595 MENLO DR,,ROCKLIN,CA,CALIFORNIA,957653708,4.0,9162748434,
RANGE 54  LLC,2,13754.0,41262.0,2017-12-15 00:00:00,2020-12-31 00:00:00,5725 E KELLOGG DR,,WICHITA,KS,KANSAS,672181701,4.0,3164402854,3164402532
H. L.  DALIS  INC.,2,13736.46,13736.46,2010-06-28 00:00:00,2017-08-20 00:00:00,35-35 24TH ST,,LONG ISLAND CITY,NY,NEW YORK,111064416,12.0,7183611100,7183927654
SPECTRUM SYSTEMS  INC.,1,13667.0,13667.0,2011-08-23 00:00:00,2017-05-31 00:00:00,2355 DULLES CORNER BLVD STE 600,,HERNDON,VA,VIRGINIA,201716154,11.0,7034293250,7039611127
NEW TECH CENTRAL LLC,1,13250.0,13250.0,2018-04-30 00:00:00,2018-06-01 00:00:00,1977 ATKINSON STREET,,DETROIT,MI,MICHIGAN,482062008,13,3136102275,
SNAP  INC.,1,13086.21,13086.21,2014-08-15 00:00:00,2020-09-09 00:00:00,4080 LAFAYETTE CENTER DR STE 340,,CHANTILLY,VA,VIRGINIA,201511252,10.0,7033936400,7033936600
GUIDANCE SOFTWARE  INC.,1,12990.0,12990.0,2018-05-16 12:55:37,2019-05-31 00:00:00,1055 E COLORADO BLVD STE 400,,PASADENA,CA,CALIFORNIA,911062375,27,7036062169,6262299199
J S J RODRIGUEZ  INC.,1,12930.8,12930.8,2017-09-22 00:00:00,2017-10-21 00:00:00,12005 N BRYAN RD,,MISSION,TX,TEXAS,785737431,15.0,9566182360,9566860422
CONCEALED TECHNOLOGY SERVICES INC.,2,12900.0,12900.0,2017-04-01 00:00:00,2017-08-19 00:00:00,780 FALCON CIR STE 101,,WARMINSTER,PA,PENNSYLVANIA,189745110,8.0,2154449411,
ALERT HOLDINGS GROUP  INC.,2,12834.24,25668.48,2011-01-06 00:00:00,2020-02-29 00:00:00,2668 WAIWAI LOOP,,HONOLULU,HI,HAWAII,968191938,1.0,8085215000,8085286444
RMA ARMAMENT  INC,1,12820.32,12820.32,2017-09-20 11:43:27,2017-10-19 00:00:00,22800 DEWEY RD,,CENTERVILLE,IA,IOWA,525448580,2.0,8669787103,
CROWNE PLAZA TAMPA WESTSHORE,3,12810.0,12810.0,2016-06-10 11:23:35,2016-09-18 00:00:00,5303 W KENNEDY BLVD,,TAMPA,FL,FLORIDA,336092414,14,8134051180,8132887343
PRESENTA PLAQUE CORPORATION,2,12637.0,12637.0,2016-04-18 00:00:00,2017-08-04 00:00:00,912 S PARK LN STE 101,,TEMPE,AZ,ARIZONA,852815118,09,,
STATE OF MARYLAND,1,12600.0,19320.0,2010-04-01 00:00:00,2020-09-30 00:00:00,300 E JOPPA RD STE 1000,,TOWSON,MD,MARYLAND,212863068,2.0,4103395037,4103394240
SHARP CORPORATION,1,12594.14,12594.14,2011-12-22 00:00:00,2018-08-29 00:00:00,SHARP PLZ,,MAHWAH,NJ,,07430,NJ05,,
ENFORCEMENT TECHNOLOGY GROUP INC,1,12500.0,12500.0,2011-07-13 00:00:00,2016-01-01 00:00:00,400 N BROADWAY STE 400,,MILWAUKEE,WI,WISCONSIN,532025510,4.0,,
HAWAIIAN TELCOM HOLDCO  INC.,1,12374.92,12374.92,2018-03-12 18:09:21,2019-02-22 00:00:00,1177 BISHOP ST,,HONOLULU,HI,HAWAII,968132808,01,8085464808,8085468288
WEIDENBENNER MARKETING ASSOCIATES  INC.,2,12307.77,12307.77,2014-09-17 00:00:00,2018-05-31 00:00:00,6500 PINECREST DR STE 500,,PLANO,TX,TEXAS,750242930,03,4692467200,4692467212
WEBER COMPUTER SUPPLY COMPANY,2,12098.9,12098.9,2014-05-06 00:00:00,2017-03-09 00:00:00,14940 28TH AVE N STE A,,PLYMOUTH,MN,MINNESOTA,554474888,3.0,8665680524,9528817843
MILLER-HEIMAN  INC.,1,12000.0,12000.0,2016-09-13 13:58:44,2016-11-03 00:00:00,4301 N FAIRFAX DR STE 700,,ARLINGTON,VA,VIRGINIA,222031655,8.0,7035583025,7035583001
VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,1,12000.0,12000.0,2017-08-01 00:00:00,2018-06-08 00:00:00,300 TURNER ST NW STE 4200,,BLACKSBURG,VA,VIRGINIA,240616100,09,5402315281,5402313599
AMAZON.COM  INC.,1,11899.52,11899.52,2016-06-28 00:00:00,2018-07-15 00:00:00,410 TERRY AVE N,,SEATTLE,WA,WASHINGTON,981095210,07,3136281663,
GOODCO MECHANICAL INC,1,11860.0,496860.0,2018-01-30 10:22:43,2018-02-02 00:00:00,1155 BENNER PKE STE 120,,STATE COLLEGE,PA,PENNSYLVANIA,168017322,5.0,8149460040,
COMMERCIAL CENTERS MANAGEMENT INC,1,11818.8,49498.8,2010-07-15 00:00:00,2022-03-31 00:00:00,CAMPO RICO AVE CRN RD 190,,CAROLINA,PR,PUERTO RICO,00983,00,7877986818,7877989039
FUTURE FIBRE TECHNOLOGIES PTY. LTD.,2,11748.54,11748.54,2017-04-26 13:21:11,2017-07-30 00:00:00,800 W EL CAMINO REAL STE 180,,MOUNTAIN VIEW,CA,CALIFORNIA,940402586,18,8776508900,4354176671
COMPLETE BOOK & MEDIA SUPPLY INC,2,11725.0,11725.0,2010-06-24 00:00:00,2017-12-29 00:00:00,1200 TORO GRANDE DR STE 200,,CEDAR PARK,TX,TEXAS,786137822,31.0,8009861775,5126160410
JACK KNELLY'S OFFICE FURNITURE SPECIALTIES  INC.,1,11526.01,11526.01,2011-04-14 00:00:00,2015-11-27 00:00:00,8220 STATE ROUTE 405,,MILTON,PA,MARYLAND,178477924,10,5707428210,5707428212
LOGISTIC SOURCE  LLC,1,11516.16,11516.16,2017-09-26 00:00:00,2017-12-26 00:00:00,9911 GERALD AVE,,NORTH HILLS,CA,CALIFORNIA,913431127,29.0,6195971254,
NORTHERN MANAGEMENT SERVICES  INC.,1,11478.74,11478.74,2013-08-26 00:00:00,2013-09-30 00:00:00,607 CHURCH ST,,SANDPOINT,ID,IDAHO,838641636,01,2082631363,2082637300
N CALIFORNIA REGIONAL PUBLIC SAFETY TRAINING AUTHORITY,1,11428.13,11428.13,2013-06-25 00:00:00,2013-07-25 00:00:00,2409 DEAN ST RM 118-119,,MCCLELLAN,CA,CALIFORNIA,956522305,06,9165662474,9166400018
INSYTE LLC,1,11310.0,11310.0,2016-04-06 10:08:24,2016-04-15 00:00:00,901 N PITT ST STE 105,,ALEXANDRIA,VA,VIRGINIA,223141549,8.0,7035358600,7035358656
CEIA USA  LTD,1,11258.8,11258.8,2011-09-29 00:00:00,2011-09-29 00:00:00,9177 DUTTON DR,,TWINSBURG,OH,OHIO,440871981,14,,
GLOBAL DATA CENTER INC,2,11231.84,11231.84,2017-08-08 12:14:08,2017-08-24 00:00:00,"5000 BIRCH ST WEST TOWER, STE 3000",,NEWPORT BEACH,CA,CALIFORNIA,926602140,48.0,8002001718,9495097755
STATE OF CONNECTICUT,1,11184.92,27755.93,2008-07-01 00:00:00,2021-06-30 00:00:00,1111 COUNTRY CLUB RD,,MIDDLETOWN,CT,CONNECTICUT,064572389,3.0,8606858222,8606858357
VONHOF  JEANNE M ARBITRATOR AND MEDIATOR,4,11003.88,11003.88,2011-06-01 00:00:00,2018-02-19 00:00:00,3501 N SOUTHPORT AVE STE 245,,CHICAGO,IL,ILLINOIS,606571435,5.0,7739758033,7739758034
COMPLETE PACKAGING AND SHIPPING SUPPLIES  INC.,1,11001.19,11001.19,2010-01-14 00:00:00,2016-09-14 00:00:00,68 33RD ST,,BROOKLYN,NY,NEW YORK,112321912,7.0,,
TERTELING HOLDING COMPANY  INC.,1,11000.0,11000.0,2018-02-22 12:07:46,2018-03-12 00:00:00,1321 TECHNOLOGY DRIVE SUITE 101,,BARNWELL,SC,SOUTH CAROLINA,298128626,2.0,8032591935,8032591906
TREASURE ELECTRONICS INC,1,10800.0,10800.0,2016-04-01 00:00:00,2016-10-31 00:00:00,2517 S MEMORIAL DR,,TULSA,OK,OKLAHOMA,741292619,1.0,8002618211,9186633015
COUNTY OF MUSSELSHELL,2,10650.0,11928.0,2010-09-13 00:00:00,2019-05-31 00:00:00,506 MAIN STREET,,ROUNDUP,MT,MONTANA,590722426,00,4063231104,4063233303
NPEE L.C,3,10567.8,10567.8,2017-04-05 08:56:44,2017-12-06 00:00:00,451 E 10TH CT,,HIALEAH,FL,FLORIDA,330105152,25,7865148351,3057352402
EATON CORPORATION,1,10517.22,10517.22,2016-03-16 00:00:00,2018-03-16 00:00:00,8609 SIX FORKS RD,,RALEIGH,NC,NORTH CAROLINA,276152966,4.0,9198703385,9198703118
CANNON IV  INC.,1,10494.0,10494.0,2012-08-29 00:00:00,2016-10-25 00:00:00,6814 HILLSDALE CT,,INDIANAPOLIS,IN,INDIANA,462022001,7.0,3179510500,3179510600
OFFICE DEPOT  INC.,2,10200.0,10200.0,2010-08-10 00:00:00,2017-11-15 00:00:00,6304 WOODSIDE CT STE 1,,COLUMBIA,MD,MARYLAND,210463217,3.0,4103811493,4103812586
MARCON INTERNATIONAL  INC.,1,10149.0,10149.0,2017-08-08 00:00:00,2018-03-16 00:00:00,5679 HARRISBURG INDUSTRIAL PARK DR,,HARRISBURG,NC,NORTH CAROLINA,280757412,8.0,8003997888,7044551115
PROVENGO  LLC,1,10009.98,10009.98,2014-09-18 00:00:00,2017-10-18 00:00:00,3091 LAWSON BLVD,,OCEANSIDE,NY,NEW YORK,115722939,4.0,,
DAIGGER SCIENTIFIC  INC.,2,10001.26,10001.26,2017-06-26 00:00:00,2017-07-17 00:00:00,620 LAKEVIEW PKWY,,VERNON HILLS,IL,ILLINOIS,600611828,10.0,8479687301,
RADVANY  PAUL,2,10000.0,10000.0,2015-09-11 00:00:00,2015-10-31 00:00:00,150 W 62ND ST,,NEW YORK,NY,NEW YORK,100237407,10.0,2126366943,
WC HOLDING  INC.,1,10000.0,10000.0,2017-09-07 15:00:49,2017-10-25 00:00:00,"2800 EISENHOWER AVE., STE 300",,ALEXANDRIA,VA,VIRGINIA,223145209,8.0,5714812021,7037396028
